index,song,kr_song,kr_song_proxy,composer,kr_composer,bpm,main_bpm,version,song_type
FS803,Chase Me - FULL SONG -,체이스 미 - FULL SONG -,체이스 미 - FULL SONG -,Dreamcatcher,드림캐쳐,200,200,N/A,Full Song
CS028,Oy Oy Oy,오이 오이 오이,오이 오이 오이,BanYa,반야,148,148,1st - Zero,Arcade
SS127,Cleaner - SHORT CUT -,클리너 - SHORT CUT -,클리너 - SHORT CUT -,Doin,Doin,203,203,N/A,Short Cut
CS315,Jump,점프,점프,BanYa,반야,96,96,1st - Zero,Arcade
SS062,Love is a Danger Zone pt. 2 - SHORT CUT -,러브 이즈 어 데인저 존 pt.2 - SHORT CUT -,러브 이즈 어 댄저 존 pt.2 - SHORT CUT -,Banya,반야,162,162,N/A,Short Cut
CS025,Set me up,셋 미 업,셋 미 업,BanYa,반야,120,120,1st - Zero,Arcade
SS151,Ignis Fatuus(DM Ashura Mix) - SHORT CUT -,이그니스 패터스(DM Ashura 믹스) - SHORT CUT -,이그니스 패터스(DM Ashura 믹스) - SHORT CUT -,BanYa & DM Ashura,반야 & DM Ashura,220,220,N/A,Short Cut
CS086,Solitary 1.5,무혼 1.5,무혼 1.5,YAHPP,이 얍,136,136,NX - NXA,Arcade
N/A,Repeatorment Remix,리피토먼트 리믹스,리피토먼트 리믹스,BanYa,반야,N/A,N/A,N/A,Remix
SS173,Silhouette Effect - SHORT CUT -,실루엣 이펙트 - SHORT CUT -,실루엣 이펙트 - SHORT CUT -,Nato,나토,167,167,N/A,Short Cut
N/A,Everybody Got 2 Know,에브리바디 갓 투 노우,에브리바디 갓 투 노우,MAX,MAX,N/A,N/A,N/A,Remix
CS100,Mission Possible -Blow Back-,미션 파서블 -블로우 백-,미션 파서블 블로우 백,Banya Production,반야 프로덕션,128,128,FIESTA - FIESTA 2,Arcade
CS033,Street show down,스트리트 쇼다운,스트리트 쇼다운,BanYa,반야,124,124,1st - Zero,Arcade
CS059,J Bong,제이 봉,제이 봉,BanYa,반야,140,140,1st - Zero,Arcade
SS087,Pumptris 8Bit ver. - SHORT CUT -,펌트리스 8비트 ver. - SHORT CUT -,펌트리스 8비트 ver. - SHORT CUT -,YAHPP,이 얍,162,162,N/A,Short Cut
CS075,Arch of Darkness,아크 오브 다크니스,아크 오브 다크니스,Yahpp,이 얍,135.9,135.9,NX - NXA,Arcade
N/A,Beethoven Influenza,베토벤 인플루엔자,베토벤 인플루엔자,Banya & Warak,반야 & 와락,N/A,N/A,N/A,Remix
CS312,With My Lover,님과 함께,님과 함께,BanYa,반야,124,124,1st - Zero,Arcade
CS083,Money,머니,머니,Banya Production,반야 프로덕션,130,130,NX - NXA,Arcade
FS802,Dignity - FULL SONG -,디그니티 - FULL SONG -,디그니티 - FULL SONG -,Crash,크래쉬,195,195,N/A,Full Song
CS006,Free Style,프리 스타일,프리 스타일,BanYa,반야,99,99,1st - Zero,Arcade
CS073,2006. LOVE SONG,사랑가 2006,사랑가 2006,Banya Production,반야 프로덕션,96,96,NX - NXA,Arcade
N/A,What Are You Doin?,와라유도인?,와라유도인?,Doin & MAX,도인 & 맥스,N/A,N/A,N/A,Remix
CS034,Point Break,포인트 브레이크,포인트 브레이크,BanYa,반야,92,92,1st - Zero,Arcade
N/A,Banya-P Guitar Remix,반야-P 기타 리믹스,반야 P기타 리믹스,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
SS038,Love is a Danger Zone - SHORT CUT -,러브 이즈 어 데인저 존 - SHORT CUT -,러브 이즈 어 댄저 존 - SHORT CUT -,Banya,반야,140,140,N/A,Short Cut
SS088,Final Audition Ep. 2-X - SHORT CUT -,파이널 오디션 에피소드 2-X - SHORT CUT -,파이널 오디션 에피소드 2-X - SHORT CUT -,YAHPP,이 얍,170,170,N/A,Short Cut
SS110,Destination - SHORT CUT -,데스티네이션 - SHORT CUT -,데스티네이션 - SHORT CUT -,SHK,SHK,150,150,N/A,Short Cut
N/A,Tream Vook of the war,트림 북 오브 더 워,트림 북 오브 더 워,BanYa,반야,N/A,N/A,N/A,Remix
CS003,Pumping Up,펌핑업,펌핑 업,BanYa,반야,135,135,1st - Zero,Arcade
SS048,CHICKEN WING - SHORT CUT -,치킨 윙 - SHORT CUT -,치킨 윙 - SHORT CUT -,Banya,반야,200,200,N/A,Short Cut
SS186,Super Fantasy - SHORT CUT -,슈퍼 판타지 - SHORT CUT -,슈퍼 판타지 - SHORT CUT -,SHK,SHK,145,145,N/A,Short Cut
N/A,PRIME2 OPENING - SHORT CUT -,프라임2 오프닝 - SHORT CUT -,프라임2 오프닝 - SHORT CUT -,MAX,MAX,N/A,N/A,N/A,Short Cut
CS190,Blaze Emotion (band version),블레이즈 이모션 (Band version),블레이즈 이모션 (Band version),Yahpp,이 얍,170,170,PRIME - PRIME 2,Arcade
CS082,Monkey Fingers 2,몽키 핑거즈 2,몽키 핑거즈 2,Banya Production,반야 프로덕션,180,180,NX - NXA,Arcade
CS066,Love is a Danger Zone pt.2 [Another],러브 이즈 어 데인저 존 pt.2 어나더,러브 이즈 어 댄저 존 pt.2 어나더,BanYa,반야,162,162,1st - Zero,Arcade
CS072,Do U Know That-Old School,두 유 노우 댓-올드 스쿨,두 유 노우 댓-올드 스쿨,Banya Production,반야 프로덕션,120,120,NX - NXA,Arcade
N/A,EXTRA BanYa Remix,엑스트라 반야 리믹스,엑스트라 반야 리믹스,Banya,반야,N/A,N/A,N/A,Remix
CS018,All I Want For X-mas,올 아이 원트 포 크리스마스,올 아이 원트 포 크리스마스,BanYa,반야,130,130,1st - Zero,Arcade
CS313,An Interesting View,서울구경,서울구경,BanYa,반야,160,160,1st - Zero,Arcade
CS036,Mission Possible,미션 파서블,미션 파서블,BanYa,반야,124,124,1st - Zero,Arcade
N/A,Caprice of DJ Otada,카프리스 오브 디제이 오타다,카프리스 오브 디제이 오타다,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
CS044,Hello,헬로우,헬로우,BanYa,반야,140,140,1st - Zero,Arcade
CS021,Pump Jump,펌프 점프,펌프 점프,BanYa,반야,106,106,1st - Zero,Arcade
SS064,Moonlight - SHORT CUT -,월광 - SHORT CUT -,월광 - SHORT CUT -,Banya,반야,180,180,N/A,Short Cut
FS126,Interference - FULL SONG -,인터퍼런스 - FULL SONG -,인터퍼런스 - FULL SONG -,Doin,Doin,180.4,180.4,N/A,Full Song
CS054,Naissance 2,태동 2,태동2,BanYa,반야,129,129,1st - Zero,Arcade
FS195,Move That Body! - FULL SONG -,무브 댓 바디! - FULL SONG -,무브 댓 바디! - FULL SONG -,DM Ashura feat. Skizzo & Hanna,DM Ashura feat. Skizzo & Hanna,145,145,N/A,Full Song
FS065,Beat of The War 2 - FULL SONG -,비트 오브 더 워 2 - FULL SONG -,비트 오브 더 워 2 - FULL SONG -,YAHPP,이 얍,120-190,120-190,N/A,Full Song
CS077,Jam O Beat,잼 오 비트,잼 오 비트,Banya Production,반야 프로덕션,120,120,NX - NXA,Arcade
N/A,Money Fingers,머니 핑거즈,머니 핑거즈,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
N/A,Dr.KOA,닥터 케이오에이,닥터 케이오에이,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
FS640,HUSH - FULL SONG -,허쉬 - FULL SONG -,허쉬 - FULL SONG -,Yassi Pressman & Nadine Lustre,야시 프레스먼 & 나딘 러스트레,81.5,81.5,N/A,Full Song
CS008,A Nightmare,악몽,악몽,BanYa,반야,120,120,1st - Zero,Arcade
N/A,PaPa helloizing,파파 헬로이징,파파 헬로이징,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
CS020,N,엔,엔,BanYa,반야,106,106,1st - Zero,Arcade
N/A,Banya-P Classic Remix,반야-P 클래식 리믹스,반야 P 클래식 리믹스,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
CS112,Betrayer -act.2-,사랑가 -2막-,사랑가 -2막-,msgoon,엠.에스.군,92,92,FIESTA - FIESTA 2,Arcade
N/A,Trotpris - SHORT CUT -,트롯프리스 - SHORT CUT -,트롯프리스 - SHORT CUT -,Doin,Doin,N/A,N/A,N/A,Short Cut
SS617,Passacaglia - SHORT CUT -,파사칼리아 - SHORT CUT -,파사칼리아 - SHORT CUT -,SynthWulf,SynthWulf,175,175,N/A,Short Cut
SS195,Move That Body! - SHORT CUT -,무브 댓 바디! - SHORT CUT -,무브 댓 바디! - SHORT CUT -,DM Ashura feat. Skizzo & Hanna,DM Ashura feat. Skizzo & Hanna,145,145,N/A,Short Cut
SS148,FFF - SHORT CUT -,에프 에프 에프 - SHORT CUT -,에프 에프 에프 - SHORT CUT -,Doin,Doin,200,200,N/A,Short Cut
SS626,Stardust Overdrive - SHORT CUT -,스타더스트 오버드라이브 - SHORT CUT -,스타더스트 오버드라이브 - SHORT CUT -,typeMARS,typeMARS,175,175,N/A,Short Cut
CS005,Midnight Blue,미드나잇 블루,미드나잇 블루,BanYa,반야,80,80,1st - Zero,Arcade
N/A,Infinity RMX,인피니티 리믹스,인피니티 리믹스,SynthWulf & MAX,SynthWulf & 맥스,N/A,N/A,N/A,Remix
N/A,BANYA HIPHOP REMIX,반야 힙합 리믹스,반야 힙합 리믹스,BanYa,반야,N/A,N/A,N/A,Remix
N/A,"The People didn't know ""Pumping up""",사람들은 펌핑업을 몰랐다네,사람들은 펌핑업을 몰랐다네,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
N/A,Banya Classic Remix,반야 클래식 리믹스,반야 클래식 리믹스,BanYa,반야,N/A,N/A,N/A,Remix
N/A,NX Opening - SHORT CUT -,NX 오프닝 - SHORT CUT -,NX 오프닝 - SHORT CUT -,YAHPP,이 얍,N/A,N/A,N/A,Short Cut
SS057,Solitary 2 - SHORT CUT -,무혼 2 - SHORT CUT -,무혼 2 - SHORT CUT -,Banya,반야,136,136,N/A,Short Cut
SS619,Selfishness - SHORT CUT -,셀피쉬니스 - SHORT CUT -,셀피쉬니스 - SHORT CUT -,SID-SOUND,시드사운드,160,160,N/A,Short Cut
N/A,B.P Classic Remix,반야 프로덕션 클래식 리믹스,반야 프로덕션 클래식 리믹스,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
CS108,Do It Reggae Style,두 잇 레게 스타일,두 잇 레게 스타일,Banya Production,반야 프로덕션,96,96,FIESTA - FIESTA 2,Arcade
SS603,X-Rave - SHORT CUT -,엑스 레이브 - SHORT CUT -,엑스 레이브 - SHORT CUT -,DM Ashura,DM Ashura,147,147,N/A,Short Cut
SS144,U Got Me Rocking - SHORT CUT -,유 갓 미 락킹 - SHORT CUT -,유 갓 미 락킹 - SHORT CUT -,MAX,MAX,128,128,N/A,Short Cut
SS122,Overblow - SHORT CUT -,오버블로우 - SHORT CUT -,오버블로우 - SHORT CUT -,MAX,MAX,155,155,N/A,Short Cut
CS027,We will meet again,위 윌 밋 어게인,위 윌 밋 어게인,BanYa,반야,118,118,1st - Zero,Arcade
N/A,Exceed2 Opening - SHORT CUT -,익시드2 오프닝 - SHORT CUT -,익시드2 오프닝 - SHORT CUT -,Banya,반야,N/A,N/A,N/A,Short Cut
N/A,msgoon RMX pt.6,엠.에스.군 리믹스 파트.6,엠에스군 리믹스 파트.6,msgoon,엠.에스.군,N/A,N/A,N/A,Remix
N/A,Turkey Virus,터키 바이러스,터키 바이러스,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
FS094,Chopsticks Challenge - FULL SONG -,젓가락 변주곡 - FULL SONG -,젓가락 변주곡 - FULL SONG -,YAHPP,이 얍,128,128,N/A,Full Song
SS091,K.O.A : Alice In Wonderworld - SHORT CUT -,케이.오.에이 : 엘리스 인 원더월드 - SHORT CUT -,케이.오.에이 : 엘리스 인 원더월드 - SHORT CUT -,Banya Production,반야 프로덕션,156,156,N/A,Short Cut
SS011,Final Audition 2 - SHORT CUT -,파이널 오디션 2 - SHORT CUT -,파이널 오디션 2 - SHORT CUT -,Banya,반야,130,130,N/A,Short Cut
N/A,B.P Classic Remix 2,반야 프로덕션 클래식 리믹스 2,반야 프로덕션 클래식 리믹스 2,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
SS124,Take Out - SHORT CUT -,테이크 아웃 - SHORT CUT -,테이크 아웃 - SHORT CUT -,SHK,SHK,170,170,N/A,Short Cut
SS616,Pop The Track - SHORT CUT -,팝 더 트랙 - SHORT CUT -,팝 더 트랙 - SHORT CUT -,J-Mi & Midi-D & Ft. Hanna Stockzell,J-Mi & Midi-D & Ft. Hanna Stockzell,160,160,N/A,Short Cut
CS007,Close Your Eye,눈을 감아,눈을 감아,BanYa,반야,104,104,1st - Zero,Arcade
N/A,Ugly duck Toccata,미운 오리 토카타,미운 오리 토카타,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
N/A,Set Up Me2 Mix,셋업 미투 믹스,셋업 미투 믹스,Banya Production,반야 프로덕션,N/A,N/A,N/A,Remix
SS147,Unique - SHORT CUT -,유니크 - SHORT CUT -,유니크 - SHORT CUT -,SHK,SHK,145,145,N/A,Short Cut
SS055,Final Audition 3 - SHORT CUT -,파이널 오디션 3 - SHORT CUT -,파이널 오디션 3 - SHORT CUT -,Banya,반야,130.5,130.5,N/A,Short Cut
CS366,PRiMA MATERiA,프ㄹi마 마테ㄹi아,프리마 마테리아,xi,xi,187,187,PHOENIX,Arcade
CS364,Solfeggietto,솔페지에토,솔페지에토,Fiverwater,Fiverwater,157,157,PHOENIX,Arcade
CS684,Destr0yer,디스트로0ㅣ어,디스트로이어,Sakuzyo,Sakuzyo,90,90,PHOENIX,Arcade
CS363,Lucid Dream,루시드 드림,루시드 드림,Cosmograph,코스모그래프,173,173,PHOENIX,Arcade
CS365,Le Nozze di Figaro ~Celebrazione Remix~,피가로의 결혼 ~Celebrazione Remix~,피가로의 결혼 ~Celebrazione Remix~,Sr. Lan Belmont,Sr. Lan Belmont,172,172,PHOENIX,Arcade
